suburb,rooms,type,price,method,sellerg,distance,bedroom2,bathroom,car,landsize,yearbuilt,councilarea,regionname,year,month,day,season,street_name
Oakleigh,3,h,1225000.0,S,Ray,14.0,3.0,1.0,2.0,553.0,,Monash,Southern Metropolitan,2016,12,11,Winter,Atkinson
Oakleigh,3,h,1035000.0,S,Buxton,14.0,3.0,1.0,2.0,650.0,,Monash,Southern Metropolitan,2016,12,11,Winter,North
Oakleigh,3,u,690000.0,S,Buxton,14.0,3.0,1.0,2.0,340.0,1930.0,Monash,Southern Metropolitan,2016,10,15,Autumn,Dandenong
Oakleigh,3,h,1050000.0,SP,Buxton,14.0,3.0,2.0,2.0,544.0,1970.0,Monash,Southern Metropolitan,2016,10,15,Autumn,William
Oakleigh,3,h,1045000.0,S,Ray,14.0,3.0,1.0,2.0,643.0,,Monash,Southern Metropolitan,2016,9,17,Autumn,Burlington
Oakleigh,3,h,865000.0,SP,Buxton,14.0,2.0,1.0,2.0,691.0,1950.0,Monash,Southern Metropolitan,2016,9,17,Autumn,North
Oakleigh,3,h,1033000.0,S,Buxton,14.0,3.0,1.0,2.0,548.0,1975.0,Monash,Southern Metropolitan,2017,3,18,Spring,Hilbert
Oakleigh,4,h,991000.0,S,Woodards,14.0,4.0,1.0,2.0,683.0,,Monash,Southern Metropolitan,2017,3,18,Spring,North
Oakleigh,4,h,1641000.0,S,Ray,14.0,4.0,1.0,2.0,802.0,,Monash,Southern Metropolitan,2016,11,19,Autumn,Atherton
Oakleigh,2,h,655000.0,S,Barry,14.0,2.0,1.0,1.0,156.0,,Monash,Southern Metropolitan,2016,11,19,Autumn,John
Oakleigh,2,h,750000.0,PI,Woodards,14.0,2.0,2.0,2.0,607.0,1950.0,Monash,Southern Metropolitan,2016,5,22,Spring,Dandenong
Oakleigh,3,h,1025000.0,S,Ray,14.0,3.0,1.0,2.0,543.0,1940.0,Monash,Southern Metropolitan,2017,2,25,Winter,Huntingdale
Oakleigh,3,u,637000.0,S,Ray,14.0,3.0,1.0,2.0,119.0,1970.0,Monash,Southern Metropolitan,2016,7,26,Summer,Huntingdale
Oakleigh,3,u,633500.0,S,Woodards,14.0,3.0,2.0,2.0,279.0,1930.0,Monash,Southern Metropolitan,2016,6,27,Summer,Atherton
Oakleigh,4,h,1180000.0,S,Buxton,14.0,4.0,1.0,2.0,604.0,1965.0,Monash,Southern Metropolitan,2016,6,27,Summer,Eastgate
Oakleigh,3,h,1124000.0,S,Ray,14.0,3.0,1.0,1.0,685.0,,Monash,Southern Metropolitan,2016,6,27,Summer,Winifred
Oakleigh,3,h,1225000.0,S,Buxton,14.0,3.0,1.0,2.0,528.0,1930.0,Monash,Southern Metropolitan,2016,11,27,Autumn,Hatter
Oakleigh,4,h,855000.0,PI,Woodards,14.0,3.0,2.0,1.0,728.0,,Monash,Southern Metropolitan,2016,5,28,Spring,Dandenong
Oakleigh,5,h,1600000.0,PI,Ray,14.0,5.0,3.0,2.0,695.0,2015.0,Monash,Southern Metropolitan,2016,5,28,Spring,Grant
Oakleigh,3,u,665000.0,S,O'Brien,14.0,3.0,1.0,1.0,112.0,,Monash,Southern Metropolitan,2016,7,30,Summer,Atherton
Ripponlea,2,u,605000.0,S,Gary,7.4,2.0,1.0,1.0,722.0,1970.0,Port Phillip,Southern Metropolitan,2016,7,5,Summer,Brighton
Ripponlea,2,u,660000.0,S,RT,7.4,2.0,1.0,0.0,477.0,,Port Phillip,Southern Metropolitan,2016,12,11,Winter,Hotham
Ripponlea,1,u,327000.0,S,Woodards,7.4,1.0,1.0,1.0,486.0,,Port Phillip,Southern Metropolitan,2016,6,18,Summer,Hotham
Ripponlea,2,u,570000.0,S,Buxton,7.4,2.0,1.0,0.0,785.0,1964.0,Port Phillip,Southern Metropolitan,2016,11,19,Autumn,Maryville
Ripponlea,2,t,755000.0,S,Chisholm,7.4,2.0,2.0,1.0,66.0,2005.0,Port Phillip,Southern Metropolitan,2016,6,27,Summer,Bell
Ripponlea,4,h,1925000.0,PI,Marshall,7.4,4.0,2.0,3.0,485.0,,Port Phillip,Southern Metropolitan,2016,11,27,Autumn,Maryville
Ripponlea,2,u,520000.0,S,hockingstuart,7.4,2.0,1.0,1.0,0.0,1971.0,Port Phillip,Southern Metropolitan,2016,5,28,Spring,Hotham
Cremorne,2,h,1000000.0,S,hockingstuart,2.5,2.0,1.0,2.0,176.0,1920.0,Yarra,Northern Metropolitan,2016,4,6,Spring,Cubitt
Cremorne,2,h,725000.0,S,Jellis,2.5,2.0,1.0,1.0,115.0,,Yarra,Northern Metropolitan,2016,4,6,Spring,Gough
Cremorne,1,u,425000.0,PI,hockingstuart,2.5,1.0,1.0,1.0,0.0,2007.0,Yarra,Northern Metropolitan,2016,6,8,Summer,Cremorne
Cremorne,3,h,1280000.0,S,Biggin,2.5,3.0,2.0,2.0,324.0,1880.0,Yarra,Northern Metropolitan,2016,7,11,Summer,Punt
Cremorne,2,h,1000000.0,S,Biggin,2.5,2.0,1.0,0.0,146.0,,Yarra,Northern Metropolitan,2016,8,10,Summer,Green
Cremorne,2,u,546000.0,S,Biggin,2.5,2.0,1.0,1.0,0.0,1980.0,Yarra,Northern Metropolitan,2016,8,10,Summer,Kelso
Cremorne,3,h,1475000.0,PI,Biggin,2.5,3.0,2.0,2.0,324.0,1880.0,Yarra,Northern Metropolitan,2016,10,9,Autumn,Punt
Cremorne,2,h,895000.0,S,Biggin,2.5,2.0,1.0,0.0,138.0,,Yarra,Northern Metropolitan,2016,10,15,Autumn,Cubitt
Cremorne,1,u,405000.0,SP,Dingle,2.5,1.0,1.0,1.0,0.0,2007.0,Yarra,Northern Metropolitan,2016,7,16,Summer,Balmain
Cremorne,2,h,1015000.0,S,Biggin,2.5,2.0,1.0,1.0,131.0,1890.0,Yarra,Northern Metropolitan,2016,7,16,Summer,Chapel
Cremorne,2,h,930000.0,S,hockingstuart,2.5,2.0,1.0,1.0,125.0,1900.0,Yarra,Northern Metropolitan,2016,7,16,Summer,Dover
Cremorne,1,u,415000.0,SP,Jellis,2.5,1.0,1.0,1.0,0.0,,Yarra,Northern Metropolitan,2017,3,18,Spring,Cremorne
Cremorne,3,h,1900000.0,VB,Jellis,2.5,3.0,2.0,2.0,263.0,2016.0,Yarra,Northern Metropolitan,2016,6,18,Summer,Wellington
Cremorne,2,u,662500.0,S,Jellis,2.5,2.0,1.0,1.0,0.0,2015.0,Yarra,Northern Metropolitan,2016,11,19,Autumn,Swan
Cremorne,2,h,831000.0,S,hockingstuart,2.5,2.0,1.0,0.0,128.0,,Yarra,Northern Metropolitan,2016,5,22,Spring,Chestnut
Cremorne,2,h,1110000.0,S,Biggin,2.5,2.0,1.0,1.0,144.0,,Yarra,Northern Metropolitan,2016,9,24,Autumn,Balmain
Cremorne,2,u,565000.0,S,hockingstuart,2.5,2.0,1.0,1.0,0.0,2007.0,Yarra,Northern Metropolitan,2016,9,24,Autumn,Cremorne
Cremorne,2,t,1010000.0,S,hockingstuart,2.5,2.0,1.0,1.0,151.0,1998.0,Yarra,Northern Metropolitan,2016,9,24,Autumn,Dover
Cremorne,3,h,1300000.0,S,Biggin,2.5,3.0,1.0,1.0,326.0,1890.0,Yarra,Northern Metropolitan,2016,11,27,Autumn,Green
Cremorne,3,h,1300000.0,S,Biggin,2.5,2.0,2.0,2.0,138.0,2001.0,Yarra,Northern Metropolitan,2016,5,28,Spring,Melrose
Docklands,1,u,360000.0,VB,RT,1.9,1.0,1.0,1.0,0.0,,Melbourne,Southern Metropolitan,2016,10,12,Autumn,Harbour
Docklands,4,t,1370000.0,S,Raine,1.9,4.0,2.0,2.0,0.0,,Melbourne,Southern Metropolitan,2016,8,13,Summer,Docklands
Docklands,2,u,800000.0,VB,RT,1.9,2.0,2.0,2.0,0.0,,Melbourne,Southern Metropolitan,2016,6,27,Summer,Lorimer
South Kingsville,4,h,930000.0,S,Sweeney,9.1,5.0,1.0,3.0,669.0,1950.0,Hobsons Bay,Western Metropolitan,2016,4,6,Spring,Watt
South Kingsville,2,t,650000.0,SP,Greg,9.1,2.0,2.0,1.0,151.0,2011.0,Hobsons Bay,Western Metropolitan,2016,6,8,Summer,New
South Kingsville,3,h,985000.0,S,Williams,9.1,3.0,1.0,5.0,669.0,1950.0,Hobsons Bay,Western Metropolitan,2016,12,6,Winter,Watt
South Kingsville,4,t,915000.0,SP,Sweeney,9.1,4.0,3.0,1.0,662.0,2016.0,Hobsons Bay,Western Metropolitan,2016,4,16,Spring,Kernot
South Kingsville,3,h,845000.0,SP,hockingstuart,9.1,3.0,2.0,2.0,738.0,,Hobsons Bay,Western Metropolitan,2016,9,17,Autumn,Blackshaws
South Kingsville,3,h,941000.0,S,Jas,9.1,3.0,2.0,3.0,669.0,,Hobsons Bay,Western Metropolitan,2016,6,18,Summer,Greene
South Kingsville,3,h,1030000.0,SP,Barlow,9.1,0.0,1.0,1.0,224.0,,Hobsons Bay,Western Metropolitan,2016,5,22,Spring,Saltley
South Kingsville,2,h,392250.0,SP,Gunn&Co,9.1,2.0,1.0,2.0,462.0,1970.0,Hobsons Bay,Western Metropolitan,2016,9,24,Autumn,Vernon
South Kingsville,3,u,508000.0,S,Sweeney,9.1,3.0,1.0,2.0,144.0,1980.0,Hobsons Bay,Western Metropolitan,2017,2,25,Winter,New
South Kingsville,2,h,420000.0,SP,Jas,9.1,2.0,1.0,1.0,78.0,1980.0,Hobsons Bay,Western Metropolitan,2016,7,26,Summer,New
South Kingsville,2,u,506000.0,S,Sweeney,9.1,2.0,1.0,1.0,126.0,1975.0,Hobsons Bay,Western Metropolitan,2016,6,27,Summer,Paxton
South Kingsville,3,t,855000.0,SP,Greg,9.1,3.0,2.0,2.0,337.0,,Hobsons Bay,Western Metropolitan,2016,11,27,Autumn,Saltley
South Kingsville,2,u,380000.0,VB,Oak,9.1,2.0,1.0,1.0,78.0,1960.0,Hobsons Bay,Western Metropolitan,2016,8,28,Summer,Blackshaws
South Kingsville,2,t,611000.0,SP,Williams,9.1,2.0,1.0,1.0,228.0,2000.0,Hobsons Bay,Western Metropolitan,2016,8,28,Summer,Vernon
Strathmore Heights,4,h,1260000.0,S,Nelson,12.5,4.0,2.0,2.0,697.0,2012.0,Moonee Valley,Western Metropolitan,2016,10,9,Autumn,Boeing
Strathmore Heights,4,h,931999.0,S,Nelson,12.5,4.0,3.0,2.0,528.0,1966.0,Moonee Valley,Western Metropolitan,2016,12,11,Winter,Boeing
Strathmore Heights,4,h,800000.0,S,Considine,12.5,3.0,2.0,4.0,556.0,,Moonee Valley,Western Metropolitan,2016,6,18,Summer,Mascoma
Strathmore Heights,4,h,950000.0,S,Nelson,12.5,4.0,3.0,2.0,541.0,,Moonee Valley,Western Metropolitan,2016,5,22,Spring,Lockheed
Strathmore Heights,4,h,780000.0,VB,Brad,12.5,4.0,2.0,2.0,539.0,,Moonee Valley,Western Metropolitan,2016,8,22,Summer,Elysee
Travancore,2,u,503000.0,S,Nelson,5.3,2.0,1.0,1.0,0.0,1960.0,Moonee Valley,Western Metropolitan,2016,10,12,Autumn,Buckland
Travancore,3,h,1257000.0,S,Jellis,5.3,3.0,2.0,1.0,337.0,1930.0,Moonee Valley,Western Metropolitan,2016,8,13,Summer,Mooltan
Travancore,4,h,1562000.0,SP,Nelson,5.3,4.0,2.0,1.0,621.0,1900.0,Moonee Valley,Western Metropolitan,2016,10,15,Autumn,Baroda
Travancore,2,h,1100000.0,SP,Nelson,5.3,2.0,1.0,1.0,321.0,,Moonee Valley,Western Metropolitan,2016,6,18,Summer,Mooltan
Travancore,4,h,1740000.0,VB,Nelson,5.3,3.0,3.0,2.0,650.0,1925.0,Moonee Valley,Western Metropolitan,2016,5,22,Spring,Mangalore
Travancore,2,u,315000.0,SP,Ray,5.3,2.0,1.0,1.0,0.0,2012.0,Moonee Valley,Western Metropolitan,2016,5,28,Spring,Mt
Caulfield East,3,h,1650000.0,PI,Woodards,9.3,20.0,1.0,2.0,875.0,,Glen Eira,Southern Metropolitan,2016,6,8,Summer,Grange
Caulfield East,3,h,1380000.0,S,Bayside,9.3,3.0,1.0,2.0,658.0,,Glen Eira,Southern Metropolitan,2016,8,10,Summer,Lord
Caulfield East,2,h,620000.0,SP,Woodards,9.3,2.0,1.0,2.0,0.0,,Glen Eira,Southern Metropolitan,2016,10,12,Autumn,Lord
Caulfield East,5,h,1335000.0,S,Gary,9.3,5.0,2.0,1.0,521.0,1915.0,Glen Eira,Southern Metropolitan,2016,7,16,Summer,Grange
Caulfield East,2,h,1000000.0,S,hockingstuart,9.3,2.0,1.0,1.0,472.0,1960.0,Glen Eira,Southern Metropolitan,2017,2,25,Winter,Clifton
Seaholme,3,h,860000.0,PI,RT,12.7,3.0,2.0,2.0,537.0,,Hobsons Bay,Western Metropolitan,2016,6,8,Summer,Simmons
Seaholme,5,h,1415000.0,S,Greg,12.7,5.0,3.0,6.0,705.0,2005.0,Hobsons Bay,Western Metropolitan,2016,9,17,Autumn,Sussex
Seaholme,5,h,2000000.0,PI,RT,12.7,4.0,3.0,4.0,697.0,2005.0,Hobsons Bay,Western Metropolitan,2017,2,25,Winter,Wattle
Keilor Park,3,h,720000.0,S,Nelson,14.5,3.0,1.0,1.0,696.0,1975.0,Brimbank,Western Metropolitan,2016,8,10,Summer,Swan
Keilor Park,2,t,380000.0,S,Nelson,14.5,2.0,1.0,1.0,161.0,2010.0,Brimbank,Western Metropolitan,2016,10,9,Autumn,Swan
Keilor Park,4,h,843000.0,S,Barry,14.5,4.0,2.0,1.0,697.0,,Brimbank,Western Metropolitan,2017,11,2,Autumn,Erebus
Keilor Park,3,u,501000.0,S,Barry,14.5,3.0,1.0,1.0,255.0,1991.0,Brimbank,Western Metropolitan,2016,12,11,Winter,Victory
Keilor Park,4,h,820500.0,S,YPA,14.5,4.0,2.0,7.0,754.0,,Brimbank,Western Metropolitan,2017,3,18,Spring,Collinson
Keilor Park,3,h,722000.0,SP,Brad,14.5,3.0,1.0,1.0,695.0,1970.0,Brimbank,Western Metropolitan,2016,6,18,Summer,Victory
Keilor Park,4,t,746000.0,S,Barry,14.5,4.0,3.0,1.0,308.0,1970.0,Brimbank,Western Metropolitan,2016,5,22,Spring,Erebus
Keilor Park,3,h,685000.0,S,Nelson,14.5,3.0,2.0,2.0,260.0,,Brimbank,Western Metropolitan,2016,7,26,Summer,Flinders
Keilor Park,3,u,455000.0,S,Nelson,14.5,3.0,1.0,1.0,166.0,1999.0,Brimbank,Western Metropolitan,2016,6,27,Summer,Fosters
Keilor Park,4,t,600000.0,S,Barry,14.5,4.0,2.0,1.0,231.0,2013.0,Brimbank,Western Metropolitan,2016,11,27,Autumn,Fullarton
Keilor Park,3,h,575000.0,S,Nelson,14.5,3.0,1.0,1.0,338.0,1960.0,Brimbank,Western Metropolitan,2016,11,27,Autumn,William
Keilor Park,3,h,566000.0,S,Nelson,14.5,3.0,2.0,2.0,554.0,1980.0,Brimbank,Western Metropolitan,2016,5,28,Spring,Spence
Gardenvale,3,h,1250000.0,PI,Nick,9.8,3.0,2.0,2.0,236.0,2004.0,Glen Eira,Southern Metropolitan,2017,11,2,Autumn,Gardenvale
Gardenvale,2,u,393000.0,SP,Biggin,9.8,2.0,1.0,1.0,0.0,1970.0,Glen Eira,Southern Metropolitan,2016,5,14,Spring,Gardenia
Gardenvale,2,u,440000.0,S,Biggin,9.8,2.0,1.0,1.0,0.0,,Glen Eira,Southern Metropolitan,2016,6,18,Summer,Gardenia
Gardenvale,2,u,595000.0,S,Biggin,9.8,2.0,1.0,1.0,0.0,1960.0,Glen Eira,Southern Metropolitan,2016,11,19,Autumn,Magnolia
Gardenvale,4,h,2200000.0,S,hockingstuart,9.8,4.0,3.0,3.0,474.0,2010.0,Glen Eira,Southern Metropolitan,2016,8,28,Summer,Magnolia
Princes Hill,3,h,1700000.0,VB,Collins,3.7,3.0,1.0,2.0,341.0,,Yarra,Northern Metropolitan,2016,11,27,Autumn,Arnold
Princes Hill,4,h,1908000.0,S,Nelson,3.7,4.0,2.0,1.0,256.0,1890.0,Yarra,Northern Metropolitan,2016,5,28,Spring,McIlwraith
Aberfeldie,4,h,1330000.0,S,Nelson,9.1,4.0,2.0,2.0,273.0,,Moonee Valley,Western Metropolitan,2017,6,5,Summer,Fawkner
Aberfeldie,3,h,1300000.0,S,Nelson,9.1,3.0,3.0,2.0,240.0,2013.0,Moonee Valley,Western Metropolitan,2017,8,4,Summer,Clifton
Aberfeldie,2,h,470000.0,S,Barry,9.1,2.0,1.0,1.0,70.0,1980.0,Moonee Valley,Western Metropolitan,2017,8,4,Summer,Combermere
Aberfeldie,4,h,1740000.0,PI,Nelson,9.1,4.0,2.0,2.0,746.0,1950.0,Moonee Valley,Western Metropolitan,2017,4,29,Spring,Derry
Albert Park,3,h,1700000.0,VB,Greg,3.3,3.0,1.0,1.0,178.0,1910.0,Port Phillip,Southern Metropolitan,2017,6,5,Summer,Ashworth
Albert Park,1,u,1100000.0,PI,Nelson,3.3,1.0,1.0,1.0,0.0,1888.0,Port Phillip,Southern Metropolitan,2017,8,4,Summer,Beaconsfield
Albert Park,3,h,2155000.0,S,RT,3.3,3.0,2.0,0.0,130.0,,Port Phillip,Southern Metropolitan,2017,8,4,Summer,Graham
Albert Park,3,h,2115000.0,PI,Marshall,3.3,3.0,2.0,0.0,140.0,,Port Phillip,Southern Metropolitan,2017,8,4,Summer,Montague
Albert Park,2,h,2810000.0,S,Greg,3.3,2.0,1.0,1.0,263.0,,Port Phillip,Southern Metropolitan,2017,8,4,Summer,Richardson
Albert Park,2,h,2130000.0,S,Marshall,3.3,2.0,1.0,1.0,236.0,,Port Phillip,Southern Metropolitan,2017,5,13,Spring,Finlay
Albert Park,4,h,2950000.0,S,Greg,3.3,4.0,1.0,0.0,306.0,,Port Phillip,Southern Metropolitan,2017,5,20,Spring,Hambleton
Albert Park,3,h,2150000.0,S,Marshall,3.3,3.0,1.0,1.0,163.0,1890.0,Port Phillip,Southern Metropolitan,2017,5,20,Spring,Page
Albert Park,3,h,2035000.0,SP,White,3.3,3.0,1.0,1.0,185.0,,Port Phillip,Southern Metropolitan,2017,4,29,Spring,Gray
Albert Park,2,t,1500000.0,S,Marshall,3.3,2.0,1.0,1.0,115.0,,Port Phillip,Southern Metropolitan,2017,4,29,Spring,Mills
Albert Park,2,h,1190000.0,S,RT,3.3,2.0,1.0,0.0,111.0,1915.0,Port Phillip,Southern Metropolitan,2017,4,29,Spring,Withers
Alphington,1,u,320000.0,S,Miles,6.4,1.0,1.0,1.0,915.0,,Darebin,Northern Metropolitan,2017,6,5,Summer,Yarralea
Alphington,3,t,1285000.0,PI,Nelson,6.4,3.0,2.0,2.0,528.0,1967.0,Yarra,Northern Metropolitan,2017,5,13,Spring,Yarralea
Alphington,4,h,1975000.0,S,Nelson,6.4,4.0,2.0,2.0,600.0,,Darebin,Northern Metropolitan,2017,5,20,Spring,Bennett
Alphington,1,u,316000.0,S,Fletchers,6.4,1.0,1.0,1.0,0.0,,Darebin,Northern Metropolitan,2017,5,20,Spring,Grange
Altona North,3,h,916000.0,SP,Hunter,11.1,3.0,1.0,2.0,606.0,1970.0,Hobsons Bay,Western Metropolitan,2017,5,20,Spring,Blackshaws
Altona North,3,h,750000.0,S,RT,11.1,3.0,1.0,2.0,534.0,,Hobsons Bay,Western Metropolitan,2017,5,20,Spring,Chambers
Altona North,3,h,910000.0,S,hockingstuart,11.1,3.0,1.0,3.0,535.0,1970.0,Hobsons Bay,Western Metropolitan,2017,4,29,Spring,Rymill
Armadale,2,h,1859000.0,S,Marshall,6.3,2.0,2.0,3.0,311.0,,Stonnington,Southern Metropolitan,2017,6,5,Summer,Baldwin
Armadale,2,t,1200000.0,S,RT,6.3,2.0,2.0,1.0,189.0,,Stonnington,Southern Metropolitan,2017,6,5,Summer,Mercer
Armadale,2,u,480000.0,VB,hockingstuart,6.3,2.0,1.0,1.0,0.0,1960.0,Stonnington,Southern Metropolitan,2017,8,4,Summer,Egerton
Armadale,3,u,1635000.0,S,Jellis,6.3,3.0,2.0,2.0,1803.0,2011.0,Stonnington,Southern Metropolitan,2017,5,20,Spring,New
Armadale,2,h,1705000.0,S,Marshall,6.3,2.0,2.0,0.0,195.0,,Stonnington,Southern Metropolitan,2017,5,20,Spring,Rose
Armadale,3,t,1005000.0,S,Kay,6.3,3.0,2.0,2.0,0.0,,Stonnington,Southern Metropolitan,2017,4,22,Spring,St
Armadale,2,u,852000.0,S,Woodards,6.3,2.0,1.0,1.0,869.0,1980.0,Stonnington,Southern Metropolitan,2017,4,22,Spring,Terrace
Armadale,2,u,690000.0,S,Jellis,6.3,2.0,1.0,2.0,0.0,,Stonnington,Southern Metropolitan,2017,4,22,Spring,Wattletree
Armadale,3,u,2120000.0,S,Jellis,6.3,3.0,2.0,3.0,395.0,,Stonnington,Southern Metropolitan,2017,4,29,Spring,Mercer
Armadale,1,u,405000.0,S,Marshall,6.3,1.0,1.0,0.0,0.0,1966.0,Stonnington,Southern Metropolitan,2017,4,29,Spring,Orrong
Ascot Vale,5,h,2100000.0,S,Nelson,5.9,5.0,3.0,3.0,468.0,1925.0,Moonee Valley,Western Metropolitan,2017,6,5,Summer,Anderson
Ascot Vale,3,h,1435000.0,S,Nelson,5.9,3.0,1.0,1.0,450.0,1920.0,Moonee Valley,Western Metropolitan,2017,8,4,Summer,Munro
Ascot Vale,2,h,1020000.0,PI,Nelson,5.9,2.0,1.0,1.0,226.0,1920.0,Moonee Valley,Western Metropolitan,2017,5,13,Spring,Bloomfield
Ascot Vale,3,h,1041000.0,S,Nelson,5.9,3.0,2.0,2.0,209.0,2009.0,Moonee Valley,Western Metropolitan,2017,5,13,Spring,Dalgety
Ascot Vale,2,t,565000.0,S,Woodards,5.9,2.0,2.0,1.0,103.0,,Moonee Valley,Western Metropolitan,2017,5,13,Spring,Maribyrnong
Ascot Vale,6,h,2250000.0,PI,Jellis,5.9,6.0,3.0,2.0,1012.0,1887.0,Moonee Valley,Western Metropolitan,2017,5,13,Spring,Maribyrnong
Ascot Vale,4,t,900000.0,SP,Alexkarbon,5.9,4.0,3.0,2.0,0.0,2011.0,Moonee Valley,Western Metropolitan,2017,5,13,Spring,Sandown
Ascot Vale,3,h,1490000.0,S,Nelson,5.9,3.0,2.0,1.0,542.0,,Moonee Valley,Western Metropolitan,2017,5,20,Spring,Elliott
Ascot Vale,3,h,1230000.0,PI,Nelson,5.9,3.0,1.0,2.0,538.0,,Moonee Valley,Western Metropolitan,2017,5,20,Spring,Monash
Ascot Vale,2,h,1050000.0,S,Brad,5.9,2.0,1.0,0.0,341.0,,Moonee Valley,Western Metropolitan,2017,5,20,Spring,Parade
Ascot Vale,2,h,1005000.0,S,Brad,5.9,2.0,1.0,1.0,202.0,,Moonee Valley,Western Metropolitan,2017,4,29,Spring,Federation
Ascot Vale,4,h,1316500.0,S,Alexkarbon,5.9,4.0,3.0,2.0,230.0,,Moonee Valley,Western Metropolitan,2017,4,29,Spring,Kent
Ashwood,2,h,1495000.0,S,Barry,12.2,2.0,1.0,2.0,803.0,1950.0,Monash,Southern Metropolitan,2017,8,4,Summer,Harcourt
Ashwood,4,h,1126000.0,S,Harcourts,12.2,4.0,1.0,1.0,656.0,,Monash,Southern Metropolitan,2017,8,4,Summer,Huntingdale
Ashwood,2,u,822000.0,S,Marshall,12.2,2.0,1.0,1.0,78.0,1970.0,Monash,Southern Metropolitan,2017,8,4,Summer,Queens
Ashwood,2,t,770000.0,SP,Buxton,12.2,2.0,1.0,2.0,162.0,2010.0,Monash,Southern Metropolitan,2017,8,4,Summer,Yunki
Ashwood,3,u,890000.0,S,Jellis,12.2,3.0,2.0,2.0,235.0,2006.0,Monash,Southern Metropolitan,2017,5,20,Spring,Parkhill
Avondale Heights,3,u,765000.0,S,Moonee,10.5,3.0,2.0,1.0,292.0,2008.0,Moonee Valley,Western Metropolitan,2017,6,5,Summer,Deutscher
Avondale Heights,3,h,881000.0,S,Nelson,10.5,3.0,1.0,2.0,615.0,,Moonee Valley,Western Metropolitan,2017,8,4,Summer,Ridge
Avondale Heights,4,h,850000.0,SP,Moonee,10.5,4.0,1.0,2.0,697.0,,Moonee Valley,Western Metropolitan,2017,8,4,Summer,Wood
Avondale Heights,4,h,1300000.0,SP,Nelson,10.5,4.0,3.0,2.0,656.0,1990.0,Moonee Valley,Western Metropolitan,2017,5,20,Spring,Cortina
Avondale Heights,5,h,1250000.0,SP,Moonee,10.5,5.0,2.0,2.0,889.0,,Moonee Valley,Western Metropolitan,2017,4,22,Spring,Camille
Avondale Heights,3,h,760000.0,SP,Moonee,10.5,3.0,1.0,1.0,585.0,1960.0,Moonee Valley,Western Metropolitan,2017,4,22,Spring,Doyle
Avondale Heights,4,h,1600000.0,VB,Nelson,10.5,4.0,3.0,3.0,857.0,,Moonee Valley,Western Metropolitan,2017,4,29,Spring,Lorgrove
Balwyn North,2,h,1900000.0,S,Noel,9.2,2.0,1.0,2.0,667.0,1955.0,Boroondara,Southern Metropolitan,2017,8,4,Summer,Rookwood
Balwyn North,3,h,1922000.0,S,hockingstuart,9.2,3.0,1.0,1.0,696.0,,Boroondara,Southern Metropolitan,2017,8,4,Summer,Yeneda
Balwyn North,4,h,2000000.0,PI,RT,9.2,4.0,2.0,2.0,627.0,,Boroondara,Southern Metropolitan,2017,5,13,Spring,Longview
Balwyn North,3,u,700000.0,S,Marshall,9.2,3.0,1.0,1.0,350.0,1950.0,Boroondara,Southern Metropolitan,2017,5,13,Spring,Pavo
Balwyn North,4,h,1890000.0,S,Jellis,9.2,4.0,3.0,2.0,636.0,1960.0,Boroondara,Southern Metropolitan,2017,5,13,Spring,Sylvander
Balwyn North,4,h,1630000.0,S,Jellis,9.2,4.0,2.0,1.0,677.0,,Boroondara,Southern Metropolitan,2017,5,13,Spring,Woodville
Balwyn North,2,u,800000.0,PI,hockingstuart,9.2,2.0,2.0,1.0,196.0,1994.0,Boroondara,Southern Metropolitan,2017,5,20,Spring,Tannock
Balwyn North,3,h,1670000.0,S,hockingstuart,9.2,0.0,0.0,0.0,818.0,,Boroondara,Southern Metropolitan,2017,4,29,Spring,Doncaster
Balwyn North,4,h,1725000.0,PI,Marshall,9.2,4.0,3.0,2.0,627.0,1970.0,Boroondara,Southern Metropolitan,2017,4,29,Spring,Ventnor
Bellfield,3,h,1110000.0,S,Haughton,9.5,3.0,1.0,2.0,730.0,,Banyule,Eastern Metropolitan,2017,6,5,Summer,Waterdale
Bellfield,3,h,894000.0,S,Ray,9.5,3.0,2.0,3.0,601.0,1950.0,Banyule,Eastern Metropolitan,2017,8,4,Summer,Oriel
Bentleigh,2,h,1402000.0,S,Woodards,13.0,2.0,1.0,4.0,616.0,,Glen Eira,Southern Metropolitan,2017,6,5,Summer,Delhi
Bentleigh,3,h,1500000.0,S,HAR,13.0,3.0,1.0,2.0,657.0,,Glen Eira,Southern Metropolitan,2017,6,5,Summer,Luckins
Bentleigh,2,h,1100000.0,VB,Woodards,13.0,2.0,1.0,3.0,579.0,,Glen Eira,Southern Metropolitan,2017,8,4,Summer,Auckland
Bentleigh,6,h,2000000.0,VB,Buxton,13.0,6.0,2.0,2.0,702.0,1926.0,Glen Eira,Southern Metropolitan,2017,8,4,Summer,Campbell
Bentleigh,2,u,710000.0,S,Woodards,13.0,2.0,1.0,3.0,225.0,,Glen Eira,Southern Metropolitan,2017,8,4,Summer,Hutchinson
Bentleigh,2,t,620000.0,SP,McGrath,13.0,2.0,2.0,1.0,0.0,2012.0,Glen Eira,Southern Metropolitan,2017,8,4,Summer,Jasper
Bentleigh,4,t,1105000.0,S,Hodges,13.0,4.0,2.0,1.0,207.0,2007.0,Glen Eira,Southern Metropolitan,2017,5,13,Spring,Blair
